,file_name,Longitudinal,Chain,Author,Isotype,Age,Size_igblastn,Disease,Link,BSource,BType,Size,Species,Vaccine,Subject,valid_entry_num
4720,Vander_Heiden_2017_Heavy_HD10_Bulk_HD10_Naive_Bcells_age31_healthy_iglblastn_igblastn_Bulk,no,Heavy,"Vander Heiden et al., (2017)",Bulk,31,642868,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,4510,human,None,HD10,2
4721,Vander_Heiden_2017_Heavy_HD10_IGHA_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHA,no,Heavy,"Vander Heiden et al., (2017)",IGHA,31,16424,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,12846,human,None,HD10,437
4722,Vander_Heiden_2017_Heavy_HD10_IGHA_HD10_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHA,no,Heavy,"Vander Heiden et al., (2017)",IGHA,31,2003,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1252,human,None,HD10,53
4724,Vander_Heiden_2017_Heavy_HD10_IGHD_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHD,no,Heavy,"Vander Heiden et al., (2017)",IGHD,31,3998,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,2881,human,None,HD10,213
4725,Vander_Heiden_2017_Heavy_HD10_IGHD_HD10_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHD,no,Heavy,"Vander Heiden et al., (2017)",IGHD,31,12970,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,9749,human,None,HD10,603
4727,Vander_Heiden_2017_Heavy_HD10_IGHG_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHG,no,Heavy,"Vander Heiden et al., (2017)",IGHG,31,11273,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,8729,human,None,HD10,465
4728,Vander_Heiden_2017_Heavy_HD10_IGHG_HD10_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHG,no,Heavy,"Vander Heiden et al., (2017)",IGHG,31,2984,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1401,human,None,HD10,75
4730,Vander_Heiden_2017_Heavy_HD10_IGHM_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHM,no,Heavy,"Vander Heiden et al., (2017)",IGHM,31,49746,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,40593,human,None,HD10,2393
4731,Vander_Heiden_2017_Heavy_HD10_IGHM_HD10_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHM,no,Heavy,"Vander Heiden et al., (2017)",IGHM,31,93706,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,73057,human,None,HD10,3481
4733,Vander_Heiden_2017_Heavy_HD13_IGHA_HD13_Memory_Bcells_age51_healty_iglblastn_igblastn_IGHA,no,Heavy,"Vander Heiden et al., (2017)",IGHA,51,23536,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,18144,human,None,HD13,899
4734,Vander_Heiden_2017_Heavy_HD13_IGHA_HD13_Naive_Bcells_age51_healty_iglblastn_igblastn_IGHA,no,Heavy,"Vander Heiden et al., (2017)",IGHA,51,710,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,420,human,None,HD13,21
4736,Vander_Heiden_2017_Heavy_HD13_IGHD_HD13_Memory_Bcells_age51_healty_iglblastn_igblastn_IGHD,no,Heavy,"Vander Heiden et al., (2017)",IGHD,51,1164,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,820,human,None,HD13,56
4737,Vander_Heiden_2017_Heavy_HD13_IGHD_HD13_Naive_Bcells_age51_healty_iglblastn_igblastn_IGHD,no,Heavy,"Vander Heiden et al., (2017)",IGHD,51,9105,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,6793,human,None,HD13,389
4740,Vander_Heiden_2017_Heavy_HD13_IGHG_HD13_Memory_Bcells_age51_healty_iglblastn_igblastn_IGHG,no,Heavy,"Vander Heiden et al., (2017)",IGHG,51,12200,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,9322,human,None,HD13,561
4741,Vander_Heiden_2017_Heavy_HD13_IGHG_HD13_Naive_Bcells_age51_healty_iglblastn_igblastn_IGHG,no,Heavy,"Vander Heiden et al., (2017)",IGHG,51,1553,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,475,human,None,HD13,28
4743,Vander_Heiden_2017_Heavy_HD13_IGHM_HD13_Memory_Bcells_age51_healty_iglblastn_igblastn_IGHM,no,Heavy,"Vander Heiden et al., (2017)",IGHM,51,20989,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,17284,human,None,HD13,1129
4744,Vander_Heiden_2017_Heavy_HD13_IGHM_HD13_Naive_Bcells_age51_healty_iglblastn_igblastn_IGHM,no,Heavy,"Vander Heiden et al., (2017)",IGHM,51,63061,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,48641,human,None,HD13,2916
4746,Vander_Heiden_2017_Heavy_MK02_Bulk_MK02_Naive_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_Bulk,Year-8,Heavy,"Vander Heiden et al., (2017)",Bulk,28,373142,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,2436,human,None,MK02,9
4747,Vander_Heiden_2017_Heavy_MK02_IGHA_MK02_Memory_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHA,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHA,28,32304,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,23561,human,None,MK02,825
4748,Vander_Heiden_2017_Heavy_MK02_IGHA_MK02_Naive_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHA,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHA,28,5600,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,3471,human,None,MK02,43
4749,Vander_Heiden_2017_Heavy_MK02_IGHD_MK02_Memory_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHD,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHD,28,16327,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,13702,human,None,MK02,707
4750,Vander_Heiden_2017_Heavy_MK02_IGHD_MK02_Naive_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHD,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHD,28,79035,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,67919,human,None,MK02,692
4751,Vander_Heiden_2017_Heavy_MK02_IGHG_MK02_Memory_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHG,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHG,28,19101,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,15519,human,None,MK02,741
4752,Vander_Heiden_2017_Heavy_MK02_IGHG_MK02_Naive_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHG,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHG,28,6849,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,6115,human,None,MK02,70
4753,Vander_Heiden_2017_Heavy_MK02_IGHM_MK02_Memory_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHM,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHM,28,124789,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,105964,human,None,MK02,4529
4754,Vander_Heiden_2017_Heavy_MK02_IGHM_MK02_Naive_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHM,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHM,28,168710,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,142776,human,None,MK02,1532
4755,Vander_Heiden_2017_Heavy_MK03_Bulk_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_Bulk,Year-27,Heavy,"Vander Heiden et al., (2017)",Bulk,51,691618,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,2708,human,None,MK03,1
4756,Vander_Heiden_2017_Heavy_MK03_IGHA_MK03_Memory_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHA,Year-27,Heavy,"Vander Heiden et al., (2017)",IGHA,51,16041,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,12155,human,None,MK03,594
4757,Vander_Heiden_2017_Heavy_MK03_IGHA_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHA,Year-27,Heavy,"Vander Heiden et al., (2017)",IGHA,51,2158,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1567,human,None,MK03,39
4758,Vander_Heiden_2017_Heavy_MK03_IGHD_MK03_Memory_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHD,Year-27,Heavy,"Vander Heiden et al., (2017)",IGHD,51,1255,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,758,human,None,MK03,38
4759,Vander_Heiden_2017_Heavy_MK03_IGHD_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHD,Year-27,Heavy,"Vander Heiden et al., (2017)",IGHD,51,12084,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,9542,human,None,MK03,449
4760,Vander_Heiden_2017_Heavy_MK03_IGHG_MK03_Memory_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHG,Year-27,Heavy,"Vander Heiden et al., (2017)",IGHG,51,5077,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,3348,human,None,MK03,201
4761,Vander_Heiden_2017_Heavy_MK03_IGHG_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHG,Year-27,Heavy,"Vander Heiden et al., (2017)",IGHG,51,2276,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1058,human,None,MK03,35
4762,Vander_Heiden_2017_Heavy_MK03_IGHM_MK03_Memory_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHM,Year-27,Heavy,"Vander Heiden et al., (2017)",IGHM,51,15327,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,11687,human,None,MK03,593
4763,Vander_Heiden_2017_Heavy_MK03_IGHM_MK03_Naive_Bcells_age51_Musk_disease-27years_stageIIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHM,Year-27,Heavy,"Vander Heiden et al., (2017)",IGHM,51,54475,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,43289,human,None,MK03,1464
4764,Vander_Heiden_2017_Heavy_MK04_Bulk_MK04_Naive_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_Bulk,Year-19,Heavy,"Vander Heiden et al., (2017)",Bulk,54,545212,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,4545,human,None,MK04,2
4765,Vander_Heiden_2017_Heavy_MK04_IGHA_MK04_Memory_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHA,Year-19,Heavy,"Vander Heiden et al., (2017)",IGHA,54,25075,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,19048,human,None,MK04,302
4766,Vander_Heiden_2017_Heavy_MK04_IGHA_MK04_Naive_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHA,Year-19,Heavy,"Vander Heiden et al., (2017)",IGHA,54,1761,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1092,human,None,MK04,48
4767,Vander_Heiden_2017_Heavy_MK04_IGHD_MK04_Memory_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHD,Year-19,Heavy,"Vander Heiden et al., (2017)",IGHD,54,2482,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,1838,human,None,MK04,79
4768,Vander_Heiden_2017_Heavy_MK04_IGHD_MK04_Naive_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHD,Year-19,Heavy,"Vander Heiden et al., (2017)",IGHD,54,32278,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,26259,human,None,MK04,1639
4769,Vander_Heiden_2017_Heavy_MK04_IGHG_MK04_Memory_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHG,Year-19,Heavy,"Vander Heiden et al., (2017)",IGHG,54,9946,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,7596,human,None,MK04,161
4770,Vander_Heiden_2017_Heavy_MK04_IGHG_MK04_Naive_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHG,Year-19,Heavy,"Vander Heiden et al., (2017)",IGHG,54,1973,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,675,human,None,MK04,38
4771,Vander_Heiden_2017_Heavy_MK04_IGHM_MK04_Memory_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHM,Year-19,Heavy,"Vander Heiden et al., (2017)",IGHM,54,21584,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,17713,human,None,MK04,481
4772,Vander_Heiden_2017_Heavy_MK04_IGHM_MK04_Naive_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHM,Year-19,Heavy,"Vander Heiden et al., (2017)",IGHM,54,95010,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,73815,human,None,MK04,4566
4773,Vander_Heiden_2017_Heavy_MK05_Bulk_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_Bulk,Year-8,Heavy,"Vander Heiden et al., (2017)",Bulk,38,603033,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,1630,human,None,MK05,2
4774,Vander_Heiden_2017_Heavy_MK05_Bulk_MK05_Naive_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_Bulk,Year-8,Heavy,"Vander Heiden et al., (2017)",Bulk,38,624812,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,3729,human,None,MK05,1
4775,Vander_Heiden_2017_Heavy_MK05_IGHA_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHA,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHA,38,19646,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,15284,human,None,MK05,921
4776,Vander_Heiden_2017_Heavy_MK05_IGHA_MK05_Naive_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHA,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHA,38,2991,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,2024,human,None,MK05,139
4777,Vander_Heiden_2017_Heavy_MK05_IGHD_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHD,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHD,38,2229,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,1459,human,None,MK05,53
4778,Vander_Heiden_2017_Heavy_MK05_IGHD_MK05_Naive_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHD,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHD,38,12928,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,10230,human,None,MK05,576
4779,Vander_Heiden_2017_Heavy_MK05_IGHE_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHE,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHE,38,443,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,21,human,None,MK05,1
4780,Vander_Heiden_2017_Heavy_MK05_IGHG_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHG,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHG,38,11679,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,8578,human,None,MK05,333
4781,Vander_Heiden_2017_Heavy_MK05_IGHG_MK05_Naive_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHG,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHG,38,3084,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,1524,human,None,MK05,105
4782,Vander_Heiden_2017_Heavy_MK05_IGHM_MK05_Memory_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHM,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHM,38,28382,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,22406,human,None,MK05,1168
4783,Vander_Heiden_2017_Heavy_MK05_IGHM_MK05_Naive_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHM,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHM,38,71450,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,57545,human,None,MK05,3751
4784,Vander_Heiden_2017_Heavy_MK08_Bulk_MK08_Memory_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_Bulk,Year-8,Heavy,"Vander Heiden et al., (2017)",Bulk,33,445710,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,1312,human,None,MK08,1
4785,Vander_Heiden_2017_Heavy_MK08_IGHA_MK08_Memory_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHA,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHA,33,101248,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,77985,human,None,MK08,1594
4786,Vander_Heiden_2017_Heavy_MK08_IGHA_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHA,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHA,33,22738,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,17320,human,None,MK08,227
4787,Vander_Heiden_2017_Heavy_MK08_IGHD_MK08_Memory_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHD,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHD,33,4743,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,3557,human,None,MK08,196
4788,Vander_Heiden_2017_Heavy_MK08_IGHD_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHD,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHD,33,35524,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,30164,human,None,MK08,1257
4789,Vander_Heiden_2017_Heavy_MK08_IGHG_MK08_Memory_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHG,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHG,33,13543,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,9726,human,None,MK08,395
4790,Vander_Heiden_2017_Heavy_MK08_IGHG_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHG,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHG,33,4422,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,2504,human,None,MK08,75
4791,Vander_Heiden_2017_Heavy_MK08_IGHM_MK08_Memory_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHM,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHM,33,23684,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,18866,human,None,MK08,727
4792,Vander_Heiden_2017_Heavy_MK08_IGHM_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHM,Year-8,Heavy,"Vander Heiden et al., (2017)",IGHM,33,110020,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,91834,human,None,MK08,2817
4793,Vander_Heiden_2017_Light_AR02_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn,Year-1,Light,"Vander Heiden et al., (2017)",Bulk,61,651515,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,355860,human,None,AR02,14762
4794,Vander_Heiden_2017_Light_AR02_AR02_Naive_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn,Year-1,Light,"Vander Heiden et al., (2017)",Bulk,61,675148,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,389540,human,None,AR02,6587
4795,Vander_Heiden_2017_Light_AR03_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn,Year-2,Light,"Vander Heiden et al., (2017)",Bulk,18,519418,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,273169,human,None,AR03,3166
4796,Vander_Heiden_2017_Light_AR03_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn,Year-2,Light,"Vander Heiden et al., (2017)",Bulk,18,593483,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,301234,human,None,AR03,3858
4797,Vander_Heiden_2017_Light_AR04_AR04_Memory_Bcells_age13_ACh_disease-1year_stageI_iglblastn,Year-1,Light,"Vander Heiden et al., (2017)",Bulk,13,383032,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,208780,human,None,AR04,11098
4798,Vander_Heiden_2017_Light_AR04_AR04_Naive_Bcells_age13_ACh_disease-1year_stageI_iglblastn,Year-1,Light,"Vander Heiden et al., (2017)",Bulk,13,723330,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,342071,human,None,AR04,12020
4799,Vander_Heiden_2017_Light_AR05_AR05_Memory_Bcells_age67_ACh_disease-1year_stageI_iglblastn,Year-1,Light,"Vander Heiden et al., (2017)",Bulk,67,529002,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,273837,human,None,AR05,13163
4800,Vander_Heiden_2017_Light_AR05_AR05_Naive_Bcells_age67_ACh_disease-1year_stageI_iglblastn,Year-1,Light,"Vander Heiden et al., (2017)",Bulk,67,527221,AChR-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,264596,human,None,AR05,9692
4801,Vander_Heiden_2017_Light_HD07_HD07_Memory_Bcells_age33_healthy_iglblastn,no,Light,"Vander Heiden et al., (2017)",Bulk,33,547174,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,299928,human,None,HD07,8525
4802,Vander_Heiden_2017_Light_HD07_HD07_Naive_Bcells_age33_healthy_iglblastn,no,Light,"Vander Heiden et al., (2017)",Bulk,33,578040,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,343926,human,None,HD07,3177
4804,Vander_Heiden_2017_Light_HD09_HD09_Memory_Bcells_age31_healthy_iglblastn,no,Light,"Vander Heiden et al., (2017)",Bulk,31,366779,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,229218,human,None,HD09,11088
4805,Vander_Heiden_2017_Light_HD09_HD09_Naive_Bcells_age31_healthy_iglblastn,no,Light,"Vander Heiden et al., (2017)",Bulk,31,827966,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,555961,human,None,HD09,14481
4807,Vander_Heiden_2017_Light_HD10_HD10_Memory_Bcells_age31_healthy_iglblastn,no,Light,"Vander Heiden et al., (2017)",Bulk,31,532086,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,323211,human,None,HD10,10647
4808,Vander_Heiden_2017_Light_HD10_HD10_Naive_Bcells_age31_healthy_iglblastn,no,Light,"Vander Heiden et al., (2017)",Bulk,31,754838,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,448465,human,None,HD10,8759
4810,Vander_Heiden_2017_Light_HD13_HD13_Memory_Bcells_age51_healty_iglblastn,no,Light,"Vander Heiden et al., (2017)",Bulk,51,291219,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,168108,human,None,HD13,8739
4811,Vander_Heiden_2017_Light_HD13_HD13_Naive_Bcells_age51_healty_iglblastn,no,Light,"Vander Heiden et al., (2017)",Bulk,51,648516,None,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Naive-B-Cells,410189,human,None,HD13,10462
4813,Vander_Heiden_2017_Light_MK02_MK02_Memory_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn,Year-8,Light,"Vander Heiden et al., (2017)",Bulk,28,555529,MuSK-MG,https://www.ncbi.nlm.nih.gov/pubmed/28087666,PBMC,Memory-B-Cells,276556,human,None,MK02,9721
